Question,Datatype,Possible Answers,input type,required?,skip logic?,concept for question,concepts for answers,group name (if part of concept group),concept group mapping
Missed doses in past week,Coded,Yes | No | Unknown,radio,No,Yes → show #hf-fui-missed-details,CIEL:167819,PIH:YES|PIH:NO|PIH:UNKNOWN,,PIH:14724
# of missed doses in past week,Coded,N/A,radio,No,no,CIEL:167918,,Clinical indicators,PIH:14724
On ACE inhibitors,Coded,Yes | No,radio,No,no,PIH:14531,CIEL:1065|CIEL:1066,,PIH:14724
On beta-blockers,Coded,Yes | No,radio,No,no,PIH:14723,CIEL:1065|CIEL:1066,,PIH:14724
On spironolactone,Coded,Yes | No,radio,No,no,PIH:14811,CIEL:1065|CIEL:1066,,PIH:14724
Endocarditis prevention therapy,Coded,Yes | No | Unknown | not indicated,radio,No,Yes → show #hf-fui-endocard-details,PIH:14739,PIH:YES|PIH:NO|PIH:UNKNOWN|PIH:NOT INDICATED,,PIH:14724
Aware and understands the disease,Coded,Yes | No | Unknown,radio,No,Yes → show #hf-fui-aware-details,CIEL:167021,PIH:YES|PIH:NO|PIH:UNKNOWN,,PIH:14724
Disease control,Coded,Controlled | Uncontrolled | Complications,radio,Yes,Not controlled → show #hf-uncontrolled-admit,PIH:11506,PIH:11507|PIH:11508|PIH:11509,Clinical indicators,PIH:14724
Send for admission,Coded,Yes | No | Unknown,radio,No,no,CIEL:1788,PIH:YES|PIH:NO|PIH:UNKNOWN,Clinical indicators,PIH:14724
Patient condition improved,Coded,Yes | No | Unknown,radio,No,Yes → show #hf-fui-improved-details,CIEL:1898,PIH:YES|PIH:NO|PIH:UNKNOWN,,PIH:14724
Refer for surgery evaluation,Coded,Yes | No | Unknown,radio,No,Yes → show #hf-fui-referSurg-details,PIH:14738,PIH:YES|PIH:NO|PIH:UNKNOWN,,PIH:14724
Echocardiogram improvement,Coded,Yes | No | Unknown,radio,No,Yes → show #hf-fui-echoImprov-details,PIH:14740,PIH:YES|PIH:NO|PIH:UNKNOWN,,PIH:14724
"For rheumatic heart disease, on secondary antibiotic prophylaxis",Coded,Yes | No,radio,No,no,PIH:15168,CIEL:1065|CIEL:1066,Clinical indicators,PIH:14724
Hf nyha Classification,Coded,I (No limitations) | II (Comfortable with moderate exercise) | III (Comfortable resting) | IV (Not comfortable resting),radio,Yes,no,PIH:NYHA CLASS,PIH:NYHA CLASS 1|PIH:NYHA CLASS 2|PIH:NYHA CLASS 3|PIH:NYHA CLASS 4,,
Fulfillment status,Coded,Yes | No,radio,No,Completed → show #cardio-ref-details,PIH:Fulfillment status,CIEL:1267|CIEL:160068,Cardiology referral,PIH:6329
Date of cardiology referral,Date,N/A,date,No,no,CIEL:163181,,Cardiology referral,PIH:6329
Cardiac surgery,Coded,Yes | No,radio,No,no,PIH:Scheduled surgery,CIEL:1065|CIEL:1066,Cardiac surgery,PIH:14725
Cardiac surgery,Coded,Cardiac surgery performed,checkbox,No,Cardiothoracic surgery → show #cardiac-surgery-details,CIEL:1651,PIH:7827,Cardiac surgery,CIEL:160714
Surgical procedure,Coded,Mechanical valve replacement | Biological valve replacement | Valvuloplasty,radio,No,no,PIH:7887,PIH:15165|PIH:15166|PIH:15167,Cardiac surgery,CIEL:160714
Date of surgery,Coded,N/A,radio,No,no,CIEL:160715,,Cardiac surgery,CIEL:160714
Surgery complications,Coded,N/A,radio,No,no,CIEL:160716,,Cardiac surgery,CIEL:160714
Remarks,Coded,N/A,radio,No,no,PIH:11973,,,
